Y,X1,X2,X3,X4,X5,X6
14.5,0.946756182,0.354275558,-0.503873058,1.457817829,-0.892397927,0.121654351
13.9,0.946756182,0.354275558,-0.503873058,0.872910598,-0.892397927,0.121654351
13.6,0.946756182,0.354275558,-0.503873058,0.288003366,-0.892397927,0.121654351
13.0,0.946756182,0.354275558,-0.503873058,-0.296903865,-0.892397927,0.121654351
12.7,0.946756182,0.354275558,-0.503873058,-0.881811097,-0.892397927,0.121654351
11.9,0.946756182,0.354275558,-0.503873058,-1.466718328,-0.892397927,0.121654351
12.0,0.946756182,0.354275558,-0.648129146,1.457817829,-0.892397927,0.121654351
11.7,0.946756182,0.354275558,-0.648129146,0.872910598,-0.892397927,0.121654351
11.5,0.946756182,0.354275558,-0.648129146,0.288003366,-0.892397927,0.121654351
11.7,0.946756182,0.354275558,-0.648129146,-0.296903865,-0.892397927,0.121654351
10.8,0.946756182,0.354275558,-0.648129146,-0.881811097,-0.892397927,0.121654351
9.8,0.946756182,0.354275558,-0.648129146,-1.466718328,-0.892397927,0.121654351
9.0,0.946756182,0.354275558,-0.792385235,1.457817829,-0.892397927,0.121654351
7.9,0.946756182,0.354275558,-0.792385235,0.872910598,-0.892397927,0.121654351
7.3,0.946756182,0.354275558,-0.792385235,0.288003366,-0.892397927,0.121654351
5.9,0.946756182,0.354275558,-0.792385235,-0.296903865,-0.892397927,0.121654351
4.6,0.946756182,0.354275558,-0.792385235,-0.881811097,-0.892397927,0.121654351
4.6,0.946756182,0.354275558,-0.792385235,-1.466718328,-0.892397927,0.121654351
3.4,0.946756182,0.354275558,-0.936641323,1.457817829,-0.892397927,0.121654351
3.4,0.946756182,0.354275558,-0.936641323,0.872910598,-0.892397927,0.121654351
2.4,0.946756182,0.354275558,-0.936641323,0.288003366,-0.892397927,0.121654351
2.0,0.946756182,0.354275558,-0.936641323,-0.296903865,-0.892397927,0.121654351
2.5,0.946756182,0.354275558,-0.936641323,-0.881811097,-0.892397927,0.121654351
2.3,0.946756182,0.354275558,-0.936641323,-1.466718328,-0.892397927,0.121654351
2.3,0.946756182,0.354275558,-1.080897411,1.457817829,-0.892397927,0.121654351
2.5,0.946756182,0.354275558,-1.080897411,0.872910598,-0.892397927,0.121654351
2.3,0.946756182,0.354275558,-1.080897411,0.288003366,-0.892397927,0.121654351
2.3,0.946756182,0.354275558,-1.080897411,-0.296903865,-0.892397927,0.121654351
2.5,0.946756182,0.354275558,-1.080897411,-0.881811097,-0.892397927,0.121654351
2.7,0.946756182,0.354275558,-1.080897411,-1.466718328,-0.892397927,0.121654351
2.7,0.946756182,0.354275558,-1.2251535,1.457817829,-0.892397927,0.121654351
2.7,0.946756182,0.354275558,-1.2251535,0.872910598,-0.892397927,0.121654351
3.2,0.946756182,0.354275558,-1.2251535,0.229512643,-0.892397927,0.121654351
2.4,0.946756182,0.354275558,-1.2251535,-0.355394588,-0.892397927,0.121654351
2.6,0.946756182,0.354275558,-1.2251535,-0.94030182,-0.892397927,0.121654351
3.1,0.946756182,0.354275558,-1.369409588,1.984234338,-0.892397927,0.121654351
3.8,0.946756182,0.354275558,-1.369409588,1.399327106,-0.892397927,0.121654351
3.5,0.946756182,0.354275558,-1.369409588,0.814419875,-0.892397927,0.121654351
3.5,0.946756182,0.354275558,-1.369409588,0.288003366,-0.892397927,0.121654351
3.9,0.946756182,0.354275558,-1.369409588,-0.296903865,-0.892397927,0.121654351
4.1,0.946756182,0.354275558,-1.369409588,-0.881811097,-0.892397927,0.121654351
3.9,0.946756182,0.354275558,-1.369409588,-1.466718328,-0.892397927,0.121654351
3.5,0.946756182,0.354275558,-1.513665677,1.457817829,-0.892397927,0.121654351
3.6,0.946756182,0.354275558,-1.513665677,0.872910598,-0.892397927,0.121654351
3.8,0.946756182,0.354275558,-1.513665677,0.288003366,-0.892397927,0.121654351
4.2,0.946756182,0.354275558,-1.513665677,-0.296903865,-0.892397927,0.121654351
3.7,0.946756182,0.354275558,-1.513665677,-0.881811097,-0.892397927,0.121654351
4.7,0.946756182,0.354275558,-1.513665677,-1.466718328,-0.892397927,0.121654351
4.5,0.946756182,0.354275558,-1.657921765,1.457817829,-0.892397927,0.121654351
3.4,0.946756182,0.354275558,-1.657921765,0.872910598,-0.892397927,0.121654351
5.0,0.946756182,0.354275558,-1.657921765,0.288003366,-0.892397927,0.121654351
5.3,0.946756182,0.354275558,-1.657921765,-0.296903865,-0.892397927,0.121654351
6.3,0.946756182,0.354275558,-1.657921765,-0.881811097,-0.892397927,0.121654351
5.7,0.946756182,0.354275558,-1.657921765,-1.466718328,-0.892397927,0.121654351
5.0,0.946756182,0.237899955,1.659968269,1.457817829,-0.892397927,0.743018844
4.6,0.946756182,0.237899955,1.659968269,0.872910598,-0.892397927,0.743018844
5.2,0.946756182,0.237899955,1.659968269,0.288003366,-0.892397927,0.743018844
5.3,0.946756182,0.237899955,1.659968269,-0.296903865,-0.892397927,0.743018844
5.3,0.946756182,0.237899955,1.659968269,-0.881811097,-0.892397927,0.743018844
5.5,0.946756182,0.237899955,1.659968269,-1.466718328,-0.892397927,0.743018844
5.8,0.946756182,0.237899955,1.51571218,1.457817829,-0.892397927,0.743018844
5.4,0.946756182,0.237899955,1.51571218,0.872910598,-0.892397927,0.743018844
5.8,0.946756182,0.237899955,1.51571218,0.288003366,-0.892397927,0.743018844
6.0,0.946756182,0.237899955,1.51571218,-0.296903865,-0.892397927,0.743018844
6.3,0.946756182,0.237899955,1.51571218,-0.881811097,-0.892397927,0.743018844
7.1,0.946756182,0.237899955,1.51571218,-1.466718328,-0.892397927,0.743018844
7.7,0.946756182,0.237899955,1.371456092,1.457817829,-0.892397927,0.743018844
8.2,0.946756182,0.237899955,1.371456092,0.872910598,-0.892397927,0.743018844
7.5,0.946756182,0.237899955,1.371456092,0.288003366,-0.892397927,0.743018844
7.5,0.946756182,0.237899955,1.371456092,-0.296903865,-0.892397927,0.743018844
8.3,0.946756182,0.237899955,1.371456092,-0.881811097,-0.892397927,0.743018844
8.2,0.946756182,0.237899955,1.371456092,-1.466718328,-0.892397927,0.743018844
9.4,0.946756182,0.237899955,1.227200003,1.457817829,-0.892397927,0.743018844
10.1,0.946756182,0.237899955,1.227200003,0.872910598,-0.892397927,0.743018844
11.6,0.946756182,0.237899955,1.227200003,0.288003366,-0.892397927,0.743018844
12.9,0.946756182,0.237899955,1.227200003,-0.296903865,-0.892397927,0.743018844
13.4,0.946756182,0.237899955,1.227200003,-0.881811097,-0.892397927,0.743018844
13.0,0.946756182,0.237899955,1.082943915,1.984234338,-0.892397927,0.743018844
13.4,0.946756182,0.237899955,1.082943915,1.399327106,-0.892397927,0.743018844
14.8,0.946756182,0.237899955,1.082943915,0.814419875,-0.892397927,0.743018844
16.2,0.946756182,0.237899955,1.082943915,0.288003366,-0.892397927,0.743018844
17.2,0.946756182,0.237899955,1.082943915,-0.296903865,-0.892397927,0.743018844
18.1,0.946756182,0.237899955,1.082943915,-0.881811097,-0.892397927,0.743018844
18.8,0.946756182,0.237899955,1.082943915,-1.466718328,-0.892397927,0.743018844
19.3,0.946756182,0.237899955,0.938687826,1.457817829,-0.892397927,0.743018844
20.2,0.946756182,0.237899955,0.938687826,0.872910598,-0.892397927,0.743018844
20.4,0.946756182,0.237899955,0.938687826,0.288003366,-0.892397927,0.743018844
20.9,0.946756182,0.237899955,0.938687826,-0.296903865,-0.892397927,0.743018844
21.5,0.946756182,0.237899955,0.938687826,-0.881811097,-0.892397927,0.743018844
21.6,0.946756182,0.237899955,0.938687826,-1.466718328,-0.892397927,0.743018844
22.0,0.946756182,0.237899955,0.794431738,1.457817829,-0.892397927,0.743018844
21.8,0.946756182,0.237899955,0.794431738,0.872910598,-0.892397927,0.743018844
19.9,0.946756182,0.237899955,0.794431738,0.288003366,-0.892397927,0.743018844
22.9,0.946756182,0.237899955,0.794431738,-0.296903865,-0.892397927,0.743018844
20.6,0.946756182,0.237899955,0.794431738,-0.881811097,-0.892397927,0.743018844
22.7,0.946756182,0.237899955,0.794431738,-1.466718328,-0.892397927,0.743018844
22.4,0.946756182,0.237899955,0.65017565,1.457817829,-0.892397927,0.743018844
22.9,0.946756182,0.237899955,0.65017565,0.872910598,-0.892397927,0.743018844
23.4,0.946756182,0.237899955,0.65017565,0.288003366,-0.892397927,0.743018844
23.3,0.946756182,0.237899955,0.65017565,-0.296903865,-0.892397927,0.743018844
20.9,0.946756182,0.237899955,0.65017565,-0.881811097,-0.892397927,0.743018844
20.7,0.946756182,0.237899955,0.65017565,-1.466718328,-0.892397927,0.743018844
18.7,0.946756182,0.237899955,0.505919561,1.457817829,-0.892397927,0.743018844
18.4,0.946756182,0.237899955,0.505919561,0.872910598,-0.892397927,0.743018844
21.2,0.946756182,0.237899955,0.505919561,0.288003366,-0.892397927,0.743018844
20.4,0.946756182,0.237899955,0.505919561,-0.296903865,-0.892397927,0.743018844
21.9,0.946756182,0.237899955,0.505919561,-0.881811097,-0.892397927,0.743018844
22.3,0.946756182,0.237899955,0.505919561,-1.466718328,-0.892397927,0.743018844
22.5,0.946756182,0.237899955,0.361663473,1.457817829,-0.892397927,0.743018844
22.8,0.946756182,0.237899955,0.361663473,0.872910598,-0.892397927,0.743018844
22.6,0.946756182,0.237899955,0.361663473,0.288003366,-0.892397927,0.743018844
22.4,0.946756182,0.237899955,0.361663473,-0.296903865,-0.892397927,0.743018844
22.9,0.946756182,0.237899955,0.361663473,-0.881811097,-0.892397927,0.743018844
23.3,0.946756182,0.237899955,0.361663473,-1.466718328,-0.892397927,0.743018844
22.7,0.946756182,0.237899955,0.217407384,1.457817829,-0.892397927,0.743018844
22.5,0.946756182,0.237899955,0.217407384,0.872910598,-0.892397927,0.743018844
22.1,0.946756182,0.237899955,0.217407384,0.288003366,-0.892397927,0.743018844
22.7,0.946756182,0.237899955,0.217407384,-0.296903865,-0.892397927,0.743018844
20.4,0.946756182,0.237899955,0.217407384,-0.881811097,-0.892397927,0.743018844
20.4,0.946756182,0.237899955,0.217407384,-1.466718328,-0.892397927,0.743018844
19.4,0.946756182,0.237899955,0.073151296,1.457817829,-0.892397927,0.743018844
19.0,0.946756182,0.237899955,0.073151296,0.872910598,-0.892397927,0.743018844
19.3,0.946756182,0.237899955,0.073151296,0.288003366,-0.892397927,0.743018844
19.1,0.946756182,0.237899955,0.073151296,-0.296903865,-0.892397927,0.743018844
19.1,0.946756182,0.237899955,0.073151296,-0.881811097,-0.892397927,0.743018844
18.7,0.946756182,0.237899955,0.073151296,-1.466718328,-0.892397927,0.743018844
20.4,0.946756182,0.237899955,-0.071104792,1.457817829,-0.892397927,0.743018844
20.8,0.946756182,0.237899955,-0.071104792,0.872910598,-0.892397927,0.743018844
20.3,0.946756182,0.237899955,-0.071104792,0.288003366,-0.892397927,0.743018844
19.4,0.946756182,0.237899955,-0.071104792,-0.296903865,-0.892397927,0.743018844
18.2,0.946756182,0.237899955,-0.071104792,-0.881811097,-0.892397927,0.743018844
17.5,0.946756182,0.237899955,-0.071104792,-1.466718328,-0.892397927,0.743018844
16.6,0.946756182,0.237899955,-0.215360881,1.457817829,-0.892397927,0.743018844
16.8,0.946756182,0.237899955,-0.215360881,0.872910598,-0.892397927,0.743018844
16.7,0.946756182,0.237899955,-0.215360881,0.288003366,-0.892397927,0.743018844
17.9,0.946756182,0.237899955,-0.215360881,-0.296903865,-0.892397927,0.743018844
17.2,0.946756182,0.237899955,-0.215360881,-0.881811097,-0.892397927,0.743018844
16.5,0.946756182,0.237899955,-0.215360881,-1.466718328,-0.892397927,0.743018844
15.6,0.946756182,0.237899955,-0.359616969,1.457817829,-0.892397927,0.743018844
14.8,0.946756182,0.237899955,-0.359616969,0.872910598,-0.892397927,0.743018844
14.6,0.946756182,0.237899955,-0.359616969,0.288003366,-0.892397927,0.743018844
13.9,0.946756182,0.237899955,-0.359616969,-0.296903865,-0.892397927,0.743018844
13.7,0.946756182,0.237899955,-0.359616969,-0.881811097,-0.892397927,0.743018844
13.9,0.946756182,0.237899955,-0.359616969,-1.466718328,-0.892397927,0.743018844
13.9,0.946756182,0.237899955,-0.503873058,1.457817829,-0.892397927,0.743018844
13.9,0.946756182,0.237899955,-0.503873058,0.872910598,-0.892397927,0.743018844
14.7,0.946756182,0.237899955,-0.503873058,0.288003366,-0.892397927,0.743018844
14.5,0.946756182,0.237899955,-0.503873058,-0.296903865,-0.892397927,0.743018844
13.9,0.946756182,0.237899955,-0.503873058,-0.881811097,-0.892397927,0.743018844
13.4,0.946756182,0.237899955,-0.503873058,-1.466718328,-0.892397927,0.743018844
13.1,0.946756182,0.237899955,-0.648129146,1.457817829,-0.892397927,0.743018844
13.0,0.946756182,0.237899955,-0.648129146,0.872910598,-0.892397927,0.743018844
12.5,0.946756182,0.237899955,-0.648129146,0.288003366,-0.892397927,0.743018844
12.3,0.946756182,0.237899955,-0.648129146,-0.296903865,-0.892397927,0.743018844
11.9,0.946756182,0.237899955,-0.648129146,-0.881811097,-0.892397927,0.743018844
12.2,0.946756182,0.237899955,-0.648129146,-1.466718328,-0.892397927,0.743018844
11.8,0.946756182,0.237899955,-0.792385235,1.457817829,-0.892397927,0.743018844
11.6,0.946756182,0.237899955,-0.792385235,0.872910598,-0.892397927,0.743018844
11.4,0.946756182,0.237899955,-0.792385235,0.288003366,-0.892397927,0.743018844
11.1,0.946756182,0.237899955,-0.792385235,-0.296903865,-0.892397927,0.743018844
10.8,0.946756182,0.237899955,-0.792385235,-0.881811097,-0.892397927,0.743018844
10.8,0.946756182,0.237899955,-0.792385235,-1.466718328,-0.892397927,0.743018844
10.8,0.946756182,0.237899955,-0.936641323,1.457817829,-0.892397927,0.743018844
10.8,0.946756182,0.237899955,-0.936641323,0.872910598,-0.892397927,0.743018844
10.8,0.946756182,0.237899955,-0.936641323,0.288003366,-0.892397927,0.743018844
10.8,0.946756182,0.237899955,-0.936641323,-0.296903865,-0.892397927,0.743018844
10.5,0.946756182,0.237899955,-0.936641323,-0.881811097,-0.892397927,0.743018844
9.7,0.946756182,0.237899955,-0.936641323,-1.466718328,-0.892397927,0.743018844
10.9,0.946756182,0.237899955,-1.080897411,1.457817829,-0.892397927,0.743018844
10.9,0.946756182,0.237899955,-1.080897411,0.872910598,-0.892397927,0.743018844
10.9,0.946756182,0.237899955,-1.080897411,0.288003366,-0.892397927,0.743018844
10.9,0.946756182,0.237899955,-1.080897411,-0.296903865,-0.892397927,0.743018844
11.1,0.946756182,0.237899955,-1.080897411,-0.881811097,-0.892397927,0.743018844
11.2,0.946756182,0.237899955,-1.080897411,-1.466718328,-0.892397927,0.743018844
11.4,0.946756182,0.237899955,-1.2251535,1.457817829,-0.892397927,0.743018844
11.0,0.946756182,0.237899955,-1.2251535,0.872910598,-0.892397927,0.743018844
11.5,0.946756182,0.237899955,-1.2251535,0.288003366,-0.892397927,0.743018844
11.4,0.946756182,0.237899955,-1.2251535,-0.296903865,-0.892397927,0.743018844
11.3,0.946756182,0.237899955,-1.2251535,-0.881811097,-0.892397927,0.743018844
11.4,0.946756182,0.237899955,-1.2251535,-1.466718328,-0.892397927,0.743018844
11.4,0.946756182,0.237899955,-1.369409588,1.457817829,-0.892397927,0.743018844
11.4,0.946756182,0.237899955,-1.369409588,0.872910598,-0.892397927,0.743018844
11.4,0.946756182,0.237899955,-1.369409588,0.288003366,-0.892397927,0.743018844
11.3,0.946756182,0.237899955,-1.369409588,-0.296903865,-0.892397927,0.743018844
11.5,0.946756182,0.237899955,-1.369409588,-0.881811097,-0.892397927,0.743018844
11.3,0.946756182,0.237899955,-1.369409588,-1.466718328,-0.892397927,0.743018844
11.3,0.946756182,0.237899955,-1.513665677,1.457817829,-0.892397927,0.743018844
11.4,0.946756182,0.237899955,-1.513665677,0.872910598,-0.892397927,0.743018844
11.4,0.946756182,0.237899955,-1.513665677,0.288003366,-0.892397927,0.743018844
11.4,0.946756182,0.237899955,-1.513665677,-0.296903865,-0.892397927,0.743018844
11.6,0.946756182,0.237899955,-1.513665677,-0.881811097,-0.892397927,0.743018844
11.5,0.946756182,0.237899955,-1.513665677,-1.466718328,-0.892397927,0.743018844
11.4,0.946756182,0.237899955,-1.657921765,1.457817829,-0.892397927,0.743018844
11.5,0.946756182,0.237899955,-1.657921765,0.872910598,-0.892397927,0.743018844
11.3,0.946756182,0.237899955,-1.657921765,0.288003366,-0.892397927,0.743018844
11.4,0.946756182,0.237899955,-1.657921765,-0.296903865,-0.892397927,0.743018844
11.2,0.946756182,0.237899955,-1.657921765,-0.881811097,-0.892397927,0.743018844
10.9,0.946756182,0.237899955,-1.657921765,-1.466718328,-0.892397927,0.743018844
10.7,0.946756182,0.121524353,1.659968269,1.457817829,-0.892397927,0.521102953
10.3,0.946756182,0.121524353,1.659968269,0.872910598,-0.892397927,0.521102953
9.9,0.946756182,0.121524353,1.659968269,0.288003366,-0.892397927,0.521102953
8.8,0.946756182,0.121524353,1.659968269,-0.296903865,-0.892397927,0.521102953
8.4,0.946756182,0.121524353,1.659968269,-0.881811097,-0.892397927,0.521102953
9.3,0.946756182,0.121524353,1.659968269,-1.466718328,-0.892397927,0.521102953
10.2,0.946756182,0.121524353,1.51571218,1.457817829,-0.892397927,0.521102953
10.5,0.946756182,0.121524353,1.51571218,0.872910598,-0.892397927,0.521102953
11.2,0.946756182,0.121524353,1.51571218,0.288003366,-0.892397927,0.521102953
11.4,0.946756182,0.121524353,1.51571218,-0.296903865,-0.892397927,0.521102953
11.7,0.946756182,0.121524353,1.51571218,-0.881811097,-0.892397927,0.521102953
12.2,0.946756182,0.121524353,1.51571218,-1.466718328,-0.892397927,0.521102953
12.5,0.946756182,0.121524353,1.371456092,1.457817829,-0.892397927,0.521102953
12.6,0.946756182,0.121524353,1.371456092,0.872910598,-0.892397927,0.521102953
12.4,0.946756182,0.121524353,1.371456092,0.288003366,-0.892397927,0.521102953
12.3,0.946756182,0.121524353,1.371456092,-0.296903865,-0.892397927,0.521102953
12.5,0.946756182,0.121524353,1.371456092,-0.881811097,-0.892397927,0.521102953
12.1,0.946756182,0.121524353,1.371456092,-1.466718328,-0.892397927,0.521102953
12.9,0.946756182,0.121524353,1.227200003,1.457817829,-0.892397927,0.521102953
13.2,0.946756182,0.121524353,1.227200003,0.872910598,-0.892397927,0.521102953
12.7,0.946756182,0.121524353,1.227200003,0.288003366,-0.892397927,0.521102953
13.4,0.946756182,0.121524353,1.227200003,-0.296903865,-0.892397927,0.521102953
13.5,0.946756182,0.121524353,1.227200003,-0.881811097,-0.892397927,0.521102953
13.6,0.946756182,0.121524353,1.227200003,-1.466718328,-0.892397927,0.521102953
13.4,0.946756182,0.121524353,1.082943915,1.457817829,-0.892397927,0.521102953
14.0,0.946756182,0.121524353,1.082943915,0.872910598,-0.892397927,0.521102953
14.7,0.946756182,0.121524353,1.082943915,0.288003366,-0.892397927,0.521102953
15.1,0.946756182,0.121524353,1.082943915,-0.296903865,-0.892397927,0.521102953
15.3,0.946756182,0.121524353,1.082943915,-0.881811097,-0.892397927,0.521102953
14.6,0.946756182,0.121524353,1.082943915,-1.466718328,-0.892397927,0.521102953
15.6,0.946756182,0.121524353,0.938687826,1.457817829,-0.892397927,0.521102953
15.3,0.946756182,0.121524353,0.938687826,0.872910598,-0.892397927,0.521102953
15.4,0.946756182,0.121524353,0.938687826,0.288003366,-0.892397927,0.521102953
16.6,0.946756182,0.121524353,0.938687826,-0.296903865,-0.892397927,0.521102953
17.1,0.946756182,0.121524353,0.938687826,-0.881811097,-0.892397927,0.521102953
17.2,0.946756182,0.121524353,0.938687826,-1.466718328,-0.892397927,0.521102953
18.1,0.946756182,0.121524353,0.794431738,1.457817829,-0.892397927,0.521102953
18.7,0.946756182,0.121524353,0.794431738,0.872910598,-0.892397927,0.521102953
19.1,0.946756182,0.121524353,0.794431738,0.288003366,-0.892397927,0.521102953
18.7,0.946756182,0.121524353,0.794431738,-0.296903865,-0.892397927,0.521102953
19.8,0.946756182,0.121524353,0.794431738,-0.881811097,-0.892397927,0.521102953
20.9,0.946756182,0.121524353,0.794431738,-1.466718328,-0.892397927,0.521102953
20.5,0.946756182,0.121524353,0.65017565,1.457817829,-0.892397927,0.521102953
21.6,0.946756182,0.121524353,0.65017565,0.872910598,-0.892397927,0.521102953
21.1,0.946756182,0.121524353,0.65017565,0.288003366,-0.892397927,0.521102953
22.0,0.946756182,0.121524353,0.65017565,-0.296903865,-0.892397927,0.521102953
21.7,0.946756182,0.121524353,0.65017565,-0.881811097,-0.892397927,0.521102953
20.8,0.946756182,0.121524353,0.65017565,-1.466718328,-0.892397927,0.521102953
20.4,0.946756182,0.121524353,0.505919561,1.457817829,-0.892397927,0.521102953
22.1,0.946756182,0.121524353,0.505919561,0.872910598,-0.892397927,0.521102953
22.9,0.946756182,0.121524353,0.505919561,0.288003366,-0.892397927,0.521102953
22.8,0.946756182,0.121524353,0.505919561,-0.296903865,-0.892397927,0.521102953
25.2,0.946756182,0.121524353,0.505919561,-0.881811097,-0.892397927,0.521102953
25.0,0.946756182,0.121524353,0.505919561,-1.466718328,-0.892397927,0.521102953
24.7,0.946756182,0.121524353,0.361663473,1.457817829,-0.892397927,0.521102953
23.4,0.946756182,0.121524353,0.361663473,0.872910598,-0.892397927,0.521102953
24.5,0.946756182,0.121524353,0.361663473,0.288003366,-0.892397927,0.521102953
25.6,0.946756182,0.121524353,0.361663473,-0.296903865,-0.892397927,0.521102953
26.2,0.946756182,0.121524353,0.361663473,-0.881811097,-0.892397927,0.521102953
26.0,0.946756182,0.121524353,0.361663473,-1.466718328,-0.892397927,0.521102953
24.4,0.946756182,0.121524353,0.217407384,1.457817829,-0.892397927,0.521102953
23.3,0.946756182,0.121524353,0.217407384,0.872910598,-0.892397927,0.521102953
24.6,0.946756182,0.121524353,0.217407384,0.288003366,-0.892397927,0.521102953
25.0,0.946756182,0.121524353,0.217407384,-0.296903865,-0.892397927,0.521102953
24.3,0.946756182,0.121524353,0.217407384,-0.881811097,-0.892397927,0.521102953
24.5,0.946756182,0.121524353,0.217407384,-1.466718328,-0.892397927,0.521102953
24.1,0.946756182,0.121524353,0.073151296,1.457817829,-0.892397927,0.521102953
23.9,0.946756182,0.121524353,0.073151296,0.872910598,-0.892397927,0.521102953
24.2,0.946756182,0.121524353,0.073151296,0.288003366,-0.892397927,0.521102953
23.3,0.946756182,0.121524353,0.073151296,-0.296903865,-0.892397927,0.521102953
22.6,0.946756182,0.121524353,0.073151296,-0.881811097,-0.892397927,0.521102953
21.8,0.946756182,0.121524353,0.073151296,-1.466718328,-0.892397927,0.521102953
22.0,0.946756182,0.121524353,-0.071104792,1.457817829,-0.892397927,0.521102953
21.7,0.946756182,0.121524353,-0.071104792,0.872910598,-0.892397927,0.521102953
22.3,0.946756182,0.121524353,-0.071104792,0.288003366,-0.892397927,0.521102953
18.3,0.946756182,0.121524353,-0.071104792,-0.296903865,-0.892397927,0.521102953
18.1,0.946756182,0.121524353,-0.071104792,-0.881811097,-0.892397927,0.521102953
17.6,0.946756182,0.121524353,-0.071104792,-1.466718328,-0.892397927,0.521102953
20.1,0.946756182,0.121524353,-0.215360881,1.457817829,-0.892397927,0.521102953
19.9,0.946756182,0.121524353,-0.215360881,0.872910598,-0.892397927,0.521102953
18.9,0.946756182,0.121524353,-0.215360881,0.288003366,-0.892397927,0.521102953
19.0,0.946756182,0.121524353,-0.215360881,-0.296903865,-0.892397927,0.521102953
17.5,0.946756182,0.121524353,-0.215360881,-0.881811097,-0.892397927,0.521102953
